,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
10271,10271,Palestine,,30.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,No,0.0,2000.0,"No, I did not",,Other
10272,10272,Palestine,,50.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Married,Housewife,Owned,No,Yes,1600.0,1600.0,"No, I did not",,I did not care to participate / It was not important
10273,10273,Palestine,,31.0,Female,Elementary,5.0,Yes,Manual laborer,Bachelor,,Owned,No,No,500.0,800.0,"No, I did not",,I did not care to participate / It was not important
10274,10274,Palestine,,18.0,Male,Prepartory/Basic,8.0,No,A student,Bachelor,,Owned,No,Yes,400.0,2000.0,"No, I did not",,I did not know who to support in these demonstrations
10275,10275,Palestine,,72.0,Male,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Does not work,Owned,No,Yes,300.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10276,10276,Palestine,,72.0,Female,Prepartory/Basic,8.0,No,Unemployed,Married,Does not work,Owned,No,No,300.0,2000.0,"No, I did not",,I did not agree on the political changes
10277,10277,Palestine,,27.0,Male,Prepartory/Basic,8.0,No,,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I was afraid to participate in these demonstrations
10278,10278,Palestine,,65.0,Female,Prepartory/Basic,8.0,No,A housewife,Divorced,,Owned,Yes,Yes,1500.0,1700.0,"No, I did not",,Other
10279,10279,Palestine,,50.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Housewife,Rented,No,Yes,7000.0,7000.0,"No, I did not",,I did not care to participate / It was not important
10280,10280,Palestine,,32.0,Female,BA,16.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,0.0,10000.0,"No, I did not",,I did not care to participate / It was not important
10281,10281,Palestine,,53.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,No,Yes,700.0,700.0,"No, I did not",,I did not care to participate / It was not important
10282,10282,Palestine,,60.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10283,10283,Palestine,,53.0,Male,Secondary,12.0,Yes,A governmental employee,Married,Housewife,Owned,No,Yes,2600.0,2600.0,"No, I did not",,I did not agree on the political changes
10284,10284,Palestine,,45.0,Male,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Housewife,Owned,Yes,Yes,6000.0,,"No, I did not",,I did not care to participate / It was not important
10285,10285,Palestine,,23.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,1800.0,"No, I did not",,I did not care to participate / It was not important
10286,10286,Palestine,,43.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10287,10287,Palestine,,48.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
10288,10288,Palestine,,41.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,2500.0,2500.0,"No, I did not",,I did not care to participate / It was not important
10289,10289,Palestine,,43.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I was afraid to participate in these demonstrations
10290,10290,Palestine,,23.0,Female,BA,16.0,No,A housewife,Married,,Rented,No,Yes,0.0,300.0,"No, I did not",,I did not agree on the political changes
10291,10291,Palestine,,38.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Employer/director of an institution with 10 employees or more,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10292,10292,Palestine,,42.0,Female,Secondary,12.0,No,A housewife,Married,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10293,10293,Palestine,,35.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,No,No,1500.0,1500.0,"No, I did not",,Don't know
10294,10294,Palestine,,40.0,Female,Secondary,12.0,No,A housewife,Married,,Owned,Yes,Yes,0.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10295,10295,Palestine,,37.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Manual laborer,Owned,No,No,0.0,2500.0,"No, I did not",,I did not care to participate / It was not important
10296,10296,Palestine,,29.0,Male,BA,16.0,Yes,Director of an institution or a high ranking governmental employee,Married,Housewife,Owned,No,Yes,2300.0,2300.0,"No, I did not",,Other
10297,10297,Palestine,,53.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Owned,No,No,,,"No, I did not",,I did not care to participate / It was not important
10298,10298,Palestine,,47.0,Male,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Housewife,Owned,No,Yes,1000.0,1000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10299,10299,Palestine,,31.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,Yes,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10300,10300,Palestine,,55.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10301,10301,Palestine,,54.0,Female,Elementary,5.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,No,0.0,1500.0,"Yes, I did",Because everyone was participating in these demonstrations,
10302,10302,Palestine,,30.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,12000.0,12000.0,"No, I did not",,Other
10303,10303,Palestine,,54.0,Female,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Manual laborer,Owned,No,Yes,2900.0,5000.0,"No, I did not",,I did not care to participate / It was not important
10304,10304,Palestine,,25.0,Male,BA,16.0,Yes,Employer/director of an institution with less than 10 employees,Married,Government employee,Rented,Yes,Yes,2500.0,5000.0,"No, I did not",,I did not care to participate / It was not important
10305,10305,Palestine,,68.0,Female,Elementary,5.0,No,A housewife,Married,Retired,Owned,No,No,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10306,10306,Palestine,,50.0,Male,BA,16.0,Yes,,Married,Government employee,Owned,Yes,Yes,12000.0,14000.0,"No, I did not",,I did not agree on the political changes
10307,10307,Palestine,,60.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Retired,Owned,Yes,Yes,0.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10308,10308,Palestine,,78.0,Male,Mid-level diploma (professional or technical,14.0,No,Retired,Married,Housewife,Owned,No,Yes,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10309,10309,Palestine,,25.0,Female,BA,16.0,Yes,,Married,Private sector employee,Owned,No,Yes,2000.0,4000.0,"No, I did not",,I did not care to participate / It was not important
10310,10310,Palestine,,38.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,No,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10311,10311,Palestine,,20.0,Male,Secondary,12.0,Yes,,Bachelor,,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not agree on the political changes
10312,10312,Palestine,,30.0,Female,BA,16.0,Yes,A governmental employee,Married,Craftsperson,Owned,Yes,Yes,2000.0,3500.0,"No, I did not",,I did not care to participate / It was not important
10313,10313,Palestine,,22.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Manual laborer,Bachelor,,Owned,No,Yes,700.0,1500.0,"No, I did not",,I did not know who to support in these demonstrations
10314,10314,Palestine,,29.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10315,10315,Palestine,,21.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not know who to support in these demonstrations
10316,10316,Palestine,,22.0,Female,Secondary,12.0,No,A student,Married,Manual laborer,Owned,No,Yes,1600.0,1600.0,"No, I did not",,I did not care to participate / It was not important
10317,10317,Palestine,,21.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10318,10318,Palestine,,31.0,Female,BA,16.0,No,Unemployed,Married,Manual laborer,Owned,Yes,Yes,0.0,2000.0,"No, I did not",,I did not know how to participate in these demonstrations
10319,10319,Palestine,,31.0,Male,BA,16.0,Yes,,Married,Student,Owned,Yes,Yes,3600.0,3600.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10320,10320,Palestine,,38.0,Female,BA,16.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,0.0,2500.0,"No, I did not",,I did not care to participate / It was not important
10321,10321,Palestine,,50.0,Male,Elementary,5.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Government employee,Owned,Yes,Yes,4000.0,6000.0,"No, I did not",,I did not agree on the political changes
10322,10322,Palestine,,45.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10323,10323,Palestine,,40.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10324,10324,Palestine,,74.0,Female,Secondary,12.0,No,A housewife,Divorced,,Owned,Yes,Yes,0.0,4200.0,"No, I did not",,I did not know how to participate in these demonstrations
10325,10325,Palestine,,72.0,Male,Elementary,5.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,No,Yes,1200.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10326,10326,Palestine,,55.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,Yes,1000.0,1000.0,"No, I did not",,I did not know who to support in these demonstrations
10327,10327,Palestine,,68.0,Male,Prepartory/Basic,8.0,No,Other,Married,Housewife,Owned,Yes,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10328,10328,Palestine,,52.0,Female,Secondary,12.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,0.0,4000.0,"No, I did not",,I did not care to participate / It was not important
10329,10329,Palestine,,28.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Bachelor,,Owned,No,Yes,2000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10330,10330,Palestine,,20.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,Yes,0.0,1500.0,"Yes, I did",Because everyone was participating in these demonstrations,
10331,10331,Palestine,,40.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,2700.0,2700.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10332,10332,Palestine,,30.0,Female,Secondary,12.0,No,A housewife,Divorced,,Owned,No,No,0.0,100.0,"No, I did not",,I did not know how to participate in these demonstrations
10333,10333,Palestine,,20.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,No,0.0,1000.0,"No, I did not",,I did not know who to support in these demonstrations
10334,10334,Palestine,,18.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,No,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10335,10335,Palestine,,24.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10336,10336,Palestine,,34.0,Female,Secondary,12.0,No,A housewife,Married,Manual laborer,Owned,No,No,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10337,10337,Palestine,,48.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10338,10338,Palestine,,62.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Owned,No,Yes,0.0,1500.0,"No, I did not",,Don't know
10339,10339,Palestine,,48.0,Male,Illiterate/No formal education,0.0,No,Unemployed,Married,Housewife,Owned,No,Yes,0.0,700.0,"No, I did not",,I did not care to participate / It was not important
10340,10340,Palestine,,19.0,Male,Prepartory/Basic,8.0,No,A student,Bachelor,,Owned,No,Yes,0.0,400.0,"No, I did not",,Other
10341,10341,Palestine,,40.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Owned,Yes,No,0.0,2000.0,"No, I did not",,I was afraid to participate in these demonstrations
10342,10342,Palestine,,35.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,No,3000.0,3000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10343,10343,Palestine,,37.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Owned,Yes,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10344,10344,Palestine,,50.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Owned,Yes,No,120.0,120.0,"No, I did not",,Other
10345,10345,Palestine,,45.0,Female,Illiterate/No formal education,0.0,No,A housewife,Divorced,,Owned,No,Yes,500.0,500.0,"No, I did not",,I did not care to participate / It was not important
10346,10346,Palestine,,39.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not know how to participate in these demonstrations
10347,10347,Palestine,,22.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10348,10348,Palestine,,33.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I was afraid to participate in these demonstrations
10349,10349,Palestine,,38.0,Female,Secondary,12.0,No,A housewife,Married,Manual laborer,Owned,Yes,Yes,2500.0,2500.0,"No, I did not",,
10350,10350,Palestine,,64.0,Male,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Housewife,Owned,No,Yes,0.0,600.0,"No, I did not",,I did not care to participate / It was not important
10351,10351,Palestine,,40.0,Female,BA,16.0,Yes,Private sector employee,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,2500.0,8500.0,"No, I did not",,I did not know who to support in these demonstrations
10352,10352,Palestine,,70.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,No,0.0,800.0,"No, I did not",,I did not care to participate / It was not important
10353,10353,Palestine,,42.0,Female,Secondary,12.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,0.0,4500.0,"No, I did not",,I was afraid to participate in these demonstrations
10354,10354,Palestine,,42.0,Male,BA,16.0,Yes,Director of an institution or a high ranking governmental employee,Married,Government employee,Owned,Yes,Yes,4000.0,4000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10355,10355,Palestine,,48.0,Female,Secondary,12.0,No,A housewife,Married,Craftsperson,Owned,No,Yes,0.0,3000.0,"No, I did not",,I did not know who to support in these demonstrations
